player_id,true_segment,cluster_k5
P0021568,Churned-early,0
P0021569,Whale,2
P0021570,Casual,0
P0021571,Grinder-F2W,2
P0021572,Casual,0
P0021573,Casual,0
P0021574,Casual,0
P0021575,Churned-early,0
P0021576,Casual,0
P0021577,Casual,0
P0021578,Casual,3
P0021579,Casual,0
P0021580,Casual,0
P0021581,Casual,0
P0021582,Casual,0
P0021583,Churned-early,0
P0021584,Churned-early,0
P0021585,Churned-early,0
P0021586,Casual,0
P0021587,Casual,0
P0021588,Casual,0
P0021589,Casual,0
P0021590,Churned-early,3
P0021591,Grinder-F2W,2
P0021592,Casual,3
P0021593,Churned-early,0
P0021594,Grinder-F2W,2
P0021595,Grinder-F2W,0
P0021596,Casual,0
P0021597,Churned-early,3
P0021598,Churned-early,0
P0021599,Casual,3
P0021600,Casual,0
P0021601,Casual,0
P0021602,Spender,0
P0021603,Grinder-F2W,0
P0021604,Casual,3
P0021605,Churned-early,3
P0021606,Spender,2
P0021607,Grinder-F2W,2
P0021608,Casual,3
P0021609,Casual,0
P0021610,Casual,3
P0021611,Casual,0
P0021612,Churned-early,3
P0021613,Churned-early,3
P0021614,Churned-early,0
P0021615,Casual,3
P0021616,Casual,0
P0021617,Churned-early,3
P0021618,Churned-early,3
P0021619,Churned-early,3
P0021620,Grinder-F2W,0
P0021621,Casual,0
P0021622,Grinder-F2W,0
P0021623,Churned-early,3
P0021624,Casual,0
P0021625,Grinder-F2W,2
P0021626,Churned-early,3
P0021627,Grinder-F2W,0
P0021628,Churned-early,0
P0021629,Casual,0
P0021630,Churned-early,3
P0021631,Casual,0
P0021632,Grinder-F2W,2
P0021633,Grinder-F2W,2
P0021634,Casual,0
P0021635,Grinder-F2W,2
P0021636,Grinder-F2W,2
P0021637,Casual,0
P0021638,Churned-early,3
P0021639,Casual,3
P0021640,Casual,3
P0021641,Casual,3
P0021642,Churned-early,0
P0021643,Casual,3
P0021644,Grinder-F2W,0
P0021645,Churned-early,3
P0021646,Casual,3
P0021647,Casual,0
P0021648,Casual,0
P0021649,Grinder-F2W,0
P0021650,Casual,0
P0021651,Churned-early,0
P0021652,Grinder-F2W,2
P0021653,Churned-early,3
P0021654,Churned-early,3
P0021655,Churned-early,3
P0021656,Casual,0
P0021657,Casual,3
P0021658,Churned-early,0
P0021659,Casual,0
P0021660,Casual,0
P0021661,Churned-early,3
P0021662,Churned-early,3
P0021663,Churned-early,3
P0021664,Casual,0
P0021665,Casual,0
P0021666,Casual,3
P0021667,Casual,3
P0021668,Grinder-F2W,2
P0021669,Grinder-F2W,2
P0021670,Casual,0
P0021671,Churned-early,3
P0021672,Churned-early,3
P0021673,Churned-early,3
P0021674,Churned-early,3
P0021675,Casual,3
P0021676,Churned-early,3
P0021677,Spender,2
P0021678,Churned-early,0
P0021679,Casual,0
P0021680,Casual,3
P0021681,Churned-early,3
P0021682,Casual,3
P0021683,Churned-early,3
P0021684,Casual,0
P0021685,Grinder-F2W,0
P0021686,Churned-early,0
P0021687,Churned-early,0
P0021688,Casual,0
P0021689,Churned-early,3
P0021690,Churned-early,3
P0021691,Casual,3
P0021692,Casual,3
P0021693,Churned-early,3
P0021694,Grinder-F2W,2
P0021695,Churned-early,3
P0021696,Casual,0
P0021697,Churned-early,0
P0021698,Churned-early,0
P0021699,Grinder-F2W,2
P0021700,Churned-early,0
P0021701,Churned-early,3
P0021702,Casual,0
P0021703,Churned-early,0
P0021704,Casual,0
P0021705,Casual,3
P0021706,Churned-early,3
P0021707,Grinder-F2W,0
P0021708,Churned-early,0
P0021709,Casual,0
P0021710,Casual,0
P0021711,Churned-early,3
P0021712,Churned-early,0
P0021713,Churned-early,3
P0021714,Casual,0
P0021715,Churned-early,3
P0021716,Casual,3
P0021717,Casual,0
P0021718,Casual,0
P0021719,Casual,3
P0021720,Churned-early,3
P0021721,Casual,3
P0021722,Casual,0
P0021723,Casual,3
P0021724,Casual,0
P0021725,Casual,0
P0021726,Churned-early,3
P0021727,Casual,0
P0021728,Grinder-F2W,2
P0021729,Churned-early,0
P0021730,Churned-early,3
P0021731,Spender,0
P0021732,Casual,0
P0021733,Churned-early,3
P0021734,Churned-early,3
P0021735,Casual,3
P0021736,Casual,0
P0021737,Casual,0
P0021738,Churned-early,3
P0021739,Grinder-F2W,0
P0021740,Churned-early,3
P0021741,Grinder-F2W,0
P0021742,Casual,3
P0021743,Churned-early,0
P0021744,Casual,0
P0021745,Churned-early,0
P0021746,Casual,3
P0021747,Casual,3
P0021748,Casual,3
P0021749,Grinder-F2W,0
P0021750,Grinder-F2W,0
P0021751,Churned-early,0
P0021752,Casual,0
P0021753,Casual,0
P0021754,Casual,0
P0021755,Churned-early,0
P0021756,Churned-early,3
P0021757,Spender,2
P0021758,Churned-early,3
P0021759,Churned-early,3
P0021760,Casual,0
P0021761,Casual,0
P0021762,Churned-early,0
P0021763,Casual,0
P0021764,Casual,0
P0021765,Churned-early,0
P0021766,Churned-early,3
P0021767,Churned-early,3
P0021768,Casual,0
P0021769,Churned-early,3
P0021770,Grinder-F2W,0
P0021771,Churned-early,3
P0021772,Churned-early,3
P0021773,Grinder-F2W,2
P0021774,Casual,0
P0021775,Casual,3
P0021776,Casual,0
P0021777,Churned-early,0
P0021778,Churned-early,3
P0021779,Casual,3
P0021780,Churned-early,3
P0021781,Churned-early,3
P0021782,Churned-early,3
P0021783,Churned-early,3
P0021784,Casual,0
P0021785,Churned-early,3
P0021786,Grinder-F2W,2
P0021787,Grinder-F2W,0
P0021788,Churned-early,0
P0021789,Casual,3
P0021790,Churned-early,3
P0021791,Churned-early,0
P0021792,Casual,0
P0021793,Grinder-F2W,2
P0021794,Casual,0
P0021795,Grinder-F2W,0
P0021796,Casual,0
P0021797,Grinder-F2W,2
P0021798,Casual,0
P0021799,Grinder-F2W,0
P0021800,Casual,0
P0021801,Casual,0
P0021802,Casual,0
P0021803,Churned-early,0
P0021804,Churned-early,3
P0021805,Casual,3
P0021806,Casual,3
P0021807,Churned-early,3
P0021808,Churned-early,3
P0021809,Casual,0
P0021810,Churned-early,0
P0021811,Casual,0
P0021812,Grinder-F2W,2
P0021813,Churned-early,0
P0021814,Grinder-F2W,2
P0021815,Churned-early,0
P0021816,Casual,0
P0021817,Casual,0
P0021818,Grinder-F2W,0
P0021819,Casual,0
P0021820,Casual,3
P0021821,Churned-early,3
P0021822,Casual,3
P0021823,Casual,0
P0021824,Churned-early,3
P0021825,Churned-early,3
P0021826,Churned-early,3
P0021827,Grinder-F2W,0
P0021828,Casual,0
P0021829,Grinder-F2W,2
P0021830,Grinder-F2W,2
P0021831,Casual,0
P0021832,Churned-early,3
P0021833,Grinder-F2W,2
P0021834,Churned-early,3
P0021835,Churned-early,3
P0021836,Casual,0
P0021837,Casual,3
P0021838,Grinder-F2W,2
P0021839,Churned-early,3
P0021840,Churned-early,3
P0021841,Casual,0
P0021842,Casual,0
P0021843,Grinder-F2W,2
P0021844,Grinder-F2W,2
P0021845,Grinder-F2W,0
P0021846,Casual,3
P0021847,Churned-early,0
P0021848,Churned-early,3
P0021849,Casual,3
P0021850,Casual,3
P0021851,Casual,0
P0021852,Churned-early,3
P0021853,Churned-early,3
P0021854,Casual,0
P0021855,Grinder-F2W,2
P0021856,Casual,0
P0021857,Casual,3
P0021858,Casual,0
P0021859,Grinder-F2W,0
P0021860,Churned-early,3
P0021861,Casual,0
P0021862,Casual,0
P0021863,Casual,0
P0021864,Churned-early,3
P0021865,Churned-early,3
P0021866,Churned-early,0
P0021867,Casual,0
P0021868,Casual,0
P0021869,Churned-early,0
P0021870,Churned-early,3
P0021871,Casual,0
P0021872,Churned-early,0
P0021873,Spender,2
P0021874,Churned-early,0
P0021875,Whale,2
P0021876,Casual,0
P0021877,Grinder-F2W,2
P0021878,Casual,0
P0021879,Churned-early,3
P0021880,Churned-early,3
P0021881,Churned-early,3
P0021882,Churned-early,0
P0021883,Casual,0
P0021884,Casual,3
P0021885,Casual,0
P0021886,Grinder-F2W,0
P0021887,Churned-early,0
P0021888,Grinder-F2W,0
P0021889,Churned-early,3
P0021890,Casual,0
P0021891,Grinder-F2W,2
P0021892,Casual,3
P0021893,Casual,0
P0021894,Churned-early,3
P0021895,Casual,3
P0021896,Casual,0
P0021897,Churned-early,3
P0021898,Churned-early,3
P0021899,Churned-early,0
P0021900,Churned-early,3
P0021901,Casual,3
P0021902,Grinder-F2W,2
P0021903,Churned-early,3
P0021904,Casual,3
P0021905,Churned-early,0
P0021906,Casual,0
P0021907,Casual,3
P0021908,Casual,0
P0021909,Churned-early,3
P0021910,Churned-early,0
P0021911,Churned-early,3
P0021912,Casual,0
P0021913,Churned-early,3
P0021914,Churned-early,3
P0021915,Casual,3
P0021916,Casual,3
P0021917,Grinder-F2W,2
P0021918,Casual,0
P0021919,Casual,3
P0021920,Churned-early,3
P0021921,Casual,0
P0021922,Casual,3
P0021923,Casual,0
P0021924,Grinder-F2W,0
P0021925,Churned-early,3
P0021926,Churned-early,0
P0021927,Casual,3
P0021928,Churned-early,0
P0021929,Churned-early,3
P0021930,Casual,0
P0021931,Casual,0
P0021932,Casual,3
P0021933,Churned-early,0
P0021934,Casual,0
P0021935,Grinder-F2W,0
P0021936,Churned-early,0
P0021937,Grinder-F2W,0
P0021938,Churned-early,3
P0021939,Churned-early,3
P0021940,Churned-early,0
P0021941,Grinder-F2W,2
P0021942,Casual,3
P0021943,Casual,0
P0021944,Grinder-F2W,3
P0021945,Casual,3
P0021946,Casual,3
P0021947,Churned-early,3
P0021948,Casual,3
P0021949,Churned-early,3
P0021950,Casual,0
P0021951,Casual,0
P0021952,Churned-early,3
P0021953,Grinder-F2W,2
P0021954,Grinder-F2W,0
P0021955,Casual,0
P0021956,Casual,0
P0021957,Churned-early,0
P0021958,Casual,3
P0021959,Casual,3
P0021960,Churned-early,3
P0021961,Churned-early,3
P0021962,Churned-early,3
P0021963,Casual,3
P0021964,Casual,0
P0021965,Casual,0
P0021966,Casual,3
P0021967,Grinder-F2W,0
P0021968,Casual,3
P0021969,Grinder-F2W,2
P0021970,Churned-early,3
P0021971,Casual,3
P0021972,Spender,2
P0021973,Grinder-F2W,2
P0021974,Churned-early,3
P0021975,Churned-early,3
P0021976,Casual,0
P0021977,Grinder-F2W,0
P0021978,Casual,0
P0021979,Casual,0
P0021980,Churned-early,3
P0021981,Casual,3
P0021982,Grinder-F2W,2
P0021983,Casual,3
P0021984,Casual,0
P0021985,Grinder-F2W,2
P0021986,Churned-early,3
P0021987,Churned-early,3
P0021988,Casual,0
P0021989,Casual,3
P0021990,Casual,0
P0021991,Casual,3
P0021992,Grinder-F2W,2
P0021993,Churned-early,3
P0021994,Casual,3
P0021995,Churned-early,3
P0021996,Churned-early,0
P0021997,Spender,2
P0021998,Casual,0
P0021999,Churned-early,3
P0022000,Casual,0
P0022001,Casual,0
P0022002,Churned-early,0
P0022003,Casual,0
P0022004,Grinder-F2W,3
P0022005,Grinder-F2W,0
P0022006,Churned-early,0
P0022007,Casual,0
P0022008,Churned-early,0
P0022009,Casual,3
P0022010,Casual,0
P0022011,Churned-early,3
P0022012,Casual,0
P0022013,Grinder-F2W,0
P0022014,Churned-early,3
P0022015,Churned-early,3
P0022016,Churned-early,0
P0022017,Casual,0
P0022018,Casual,0
P0022019,Casual,0
P0022020,Churned-early,3
P0022021,Casual,0
P0022022,Churned-early,3
P0022023,Casual,3
P0022024,Casual,0
P0022025,Grinder-F2W,0
P0022026,Churned-early,0
P0022027,Casual,0
P0022028,Grinder-F2W,0
P0022029,Casual,3
P0022030,Casual,0
P0022031,Casual,0
P0022032,Casual,0
P0022033,Churned-early,0
P0022034,Grinder-F2W,2
P0022035,Churned-early,3
P0022036,Churned-early,3
P0022037,Whale,1
P0022038,Churned-early,0
P0022039,Grinder-F2W,2
P0022040,Casual,0
P0022041,Churned-early,3
P0022042,Casual,3
P0022043,Churned-early,0
P0022044,Casual,3
P0022045,Spender,2
P0022046,Casual,0
P0022047,Grinder-F2W,0
P0022048,Casual,0
P0022049,Casual,0
P0022050,Churned-early,3
P0022051,Casual,0
P0022052,Casual,3
P0022053,Casual,0
P0022054,Casual,0
P0022055,Grinder-F2W,0
P0022056,Churned-early,3
P0022057,Casual,0
P0022058,Casual,0
P0022059,Churned-early,3
P0022060,Churned-early,3
P0022061,Grinder-F2W,2
P0022062,Grinder-F2W,2
P0022063,Churned-early,3
P0022064,Churned-early,3
P0022065,Casual,0
P0022066,Casual,0
P0022067,Churned-early,3
P0022068,Churned-early,3
P0022069,Grinder-F2W,0
P0022070,Casual,3
P0022071,Churned-early,3
P0022072,Churned-early,3
P0022073,Grinder-F2W,0
P0022074,Casual,0
P0022075,Grinder-F2W,0
P0022076,Grinder-F2W,2
P0022077,Churned-early,3
P0022078,Grinder-F2W,0
P0022079,Casual,3
P0022080,Casual,0
P0022081,Churned-early,3
P0022082,Churned-early,0
P0022083,Casual,3
P0022084,Casual,3
P0022085,Churned-early,0
P0022086,Grinder-F2W,2
P0022087,Churned-early,3
P0022088,Casual,0
P0022089,Casual,0
P0022090,Casual,0
P0022091,Casual,3
P0022092,Casual,0
P0022093,Casual,0
P0022094,Churned-early,0
P0022095,Casual,3
P0022096,Churned-early,3
P0022097,Casual,0
P0022098,Casual,3
P0022099,Casual,3
P0022100,Churned-early,3
P0022101,Churned-early,3
P0022102,Churned-early,3
P0022103,Grinder-F2W,2
P0022104,Casual,3
P0022105,Spender,0
P0022106,Grinder-F2W,2
P0022107,Casual,3
P0022108,Casual,0
P0022109,Churned-early,3
P0022110,Churned-early,0
P0022111,Churned-early,0
P0022112,Grinder-F2W,2
P0022113,Churned-early,3
P0022114,Grinder-F2W,2
P0022115,Churned-early,3
P0022116,Churned-early,3
P0022117,Casual,0
P0022118,Casual,0
P0022119,Casual,0
P0022120,Casual,3
P0022121,Casual,3
P0022122,Casual,3
P0022123,Grinder-F2W,2
P0022124,Grinder-F2W,2
P0022125,Casual,0
P0022126,Churned-early,3
P0022127,Churned-early,0
P0022128,Churned-early,3
P0022129,Churned-early,0
P0022130,Churned-early,0
P0022131,Casual,3
P0022132,Casual,0
P0022133,Churned-early,3
P0022134,Casual,0
P0022135,Casual,0
P0022136,Casual,0
P0022137,Grinder-F2W,0
P0022138,Grinder-F2W,2
P0022139,Churned-early,3
P0022140,Grinder-F2W,2
P0022141,Casual,0
P0022142,Grinder-F2W,2
P0022143,Churned-early,3
P0022144,Grinder-F2W,2
P0022145,Churned-early,3
P0022146,Casual,0
P0022147,Grinder-F2W,2
P0022148,Casual,0
P0022149,Churned-early,0
P0022150,Casual,0
P0022151,Casual,0
P0022152,Casual,3
P0022153,Casual,0
P0022154,Grinder-F2W,0
P0022155,Casual,0
P0022156,Churned-early,0
P0022157,Casual,3
P0022158,Grinder-F2W,0
P0022159,Casual,3
P0022160,Casual,0
P0022161,Casual,3
P0022162,Churned-early,3
P0022163,Casual,0
P0022164,Churned-early,3
P0022165,Casual,0
P0022166,Churned-early,0
P0022167,Casual,0
P0022168,Churned-early,3
P0022169,Casual,3
P0022170,Churned-early,3
P0022171,Churned-early,3
P0022172,Churned-early,0
P0022173,Casual,3
P0022174,Casual,0
P0022175,Churned-early,3
P0022176,Spender,2
P0022177,Grinder-F2W,0
P0022178,Churned-early,0
P0022179,Casual,0
P0022180,Churned-early,0
P0022181,Churned-early,3
P0022182,Casual,0
P0022183,Churned-early,0
P0022184,Casual,3
P0022185,Grinder-F2W,2
P0022186,Grinder-F2W,2
P0022187,Casual,0
P0022188,Churned-early,0
P0022189,Casual,0
P0022190,Grinder-F2W,0
P0022191,Churned-early,3
P0022192,Grinder-F2W,0
P0022193,Churned-early,0
P0022194,Churned-early,3
P0022195,Churned-early,3
P0022196,Churned-early,0
P0022197,Churned-early,3
P0022198,Casual,3
P0022199,Churned-early,3
P0022200,Grinder-F2W,2
P0022201,Churned-early,0
P0022202,Churned-early,3
P0022203,Casual,0
P0022204,Casual,3
P0022205,Churned-early,3
P0022206,Churned-early,0
P0022207,Casual,0
P0022208,Casual,3
P0022209,Churned-early,3
P0022210,Churned-early,0
P0022211,Casual,0
P0022212,Casual,3
P0022213,Casual,3
P0022214,Casual,3
P0022215,Grinder-F2W,2
P0022216,Casual,3
P0022217,Churned-early,3
P0022218,Casual,0
P0022219,Churned-early,3
P0022220,Spender,2
P0022221,Casual,3
P0022222,Churned-early,3
P0022223,Grinder-F2W,2
P0022224,Churned-early,0
P0022225,Churned-early,0
P0022226,Casual,0
P0022227,Spender,2
P0022228,Grinder-F2W,0
P0022229,Casual,0
P0022230,Casual,0
P0022231,Casual,0
P0022232,Churned-early,3
P0022233,Grinder-F2W,2
P0022234,Churned-early,0
P0022235,Casual,0
P0022236,Casual,0
P0022237,Casual,3
P0022238,Churned-early,3
P0022239,Casual,3
P0022240,Casual,0
P0022241,Casual,0
P0022242,Casual,3
P0022243,Casual,0
P0022244,Casual,0
P0022245,Casual,0
P0022246,Churned-early,0
P0022247,Casual,3
P0022248,Grinder-F2W,0
P0022249,Casual,0
P0022250,Churned-early,0
P0022251,Churned-early,3
P0022252,Grinder-F2W,0
P0022253,Grinder-F2W,0
P0022254,Churned-early,3
P0022255,Grinder-F2W,2
P0022256,Churned-early,3
P0022257,Casual,0
P0022258,Churned-early,3
P0022259,Churned-early,3
P0022260,Churned-early,0
P0022261,Churned-early,3
P0022262,Churned-early,0
P0022263,Grinder-F2W,2
P0022264,Churned-early,0
P0022265,Casual,0
P0022266,Churned-early,3
P0022267,Casual,0
P0022268,Casual,0
P0022269,Casual,0
P0022270,Churned-early,3
P0022271,Churned-early,3
P0022272,Casual,0
P0022273,Churned-early,3
P0022274,Casual,0
P0022275,Churned-early,3
P0022276,Casual,0
P0022277,Churned-early,0
P0022278,Churned-early,3
P0022279,Churned-early,0
P0022280,Churned-early,3
P0022281,Casual,0
P0022282,Casual,3
P0022283,Churned-early,0
P0022284,Casual,0
P0022285,Churned-early,3
P0022286,Casual,0
P0022287,Casual,0
P0022288,Casual,3
P0022289,Casual,3
P0022290,Casual,0
P0022291,Churned-early,3
P0022292,Churned-early,0
P0022293,Grinder-F2W,2
P0022294,Casual,3
P0022295,Churned-early,0
P0022296,Casual,0
P0022297,Churned-early,0
P0022298,Churned-early,3
P0022299,Churned-early,0
P0022300,Churned-early,3
P0022301,Casual,3
P0022302,Grinder-F2W,0
P0022303,Casual,0
P0022304,Churned-early,3
P0022305,Casual,0
P0022306,Casual,0
P0022307,Casual,0
P0022308,Churned-early,0
P0022309,Casual,0
P0022310,Casual,0
P0022311,Churned-early,0
P0022312,Churned-early,3
P0022313,Churned-early,3
P0022314,Grinder-F2W,2
P0022315,Casual,3
P0022316,Casual,0
P0022317,Casual,3
P0022318,Casual,0
P0022319,Casual,3
P0022320,Casual,0
P0022321,Casual,3
P0022322,Churned-early,3
P0022323,Casual,3
P0022324,Casual,0
P0022325,Churned-early,0
P0022326,Grinder-F2W,2
P0022327,Casual,0
P0022328,Casual,0
P0022329,Grinder-F2W,0
P0022330,Churned-early,3
P0022331,Grinder-F2W,2
P0022332,Churned-early,0
P0022333,Casual,0
P0022334,Grinder-F2W,2
P0022335,Casual,3
P0022336,Casual,0
P0022337,Casual,0
P0022338,Churned-early,0
P0022339,Casual,0
P0022340,Churned-early,3
P0022341,Casual,3
P0022342,Grinder-F2W,2
P0022343,Churned-early,0
P0022344,Churned-early,3
P0022345,Churned-early,0
P0022346,Casual,0
P0022347,Casual,3
P0022348,Churned-early,3
P0022349,Churned-early,3
P0022350,Casual,0
P0022351,Casual,0
P0022352,Casual,3
P0022353,Casual,3
P0022354,Grinder-F2W,0
P0022355,Casual,3
P0022356,Casual,0
P0022357,Casual,0
P0022358,Casual,0
P0022359,Grinder-F2W,2
P0022360,Casual,0
P0022361,Casual,3
P0022362,Casual,3
P0022363,Churned-early,3
P0022364,Casual,0
P0022365,Casual,3
P0022366,Casual,0
P0022367,Casual,3
P0022368,Churned-early,3
P0022369,Casual,0
P0022370,Grinder-F2W,0
P0022371,Churned-early,0
P0022372,Grinder-F2W,0
P0022373,Casual,3
P0022374,Churned-early,3
P0022375,Churned-early,3
P0022376,Casual,3
P0022377,Churned-early,0
P0022378,Grinder-F2W,0
P0022379,Casual,0
P0022380,Whale,2
P0022381,Casual,0
P0022382,Casual,3
P0022383,Casual,0
P0022384,Churned-early,0
P0022385,Churned-early,0
P0022386,Grinder-F2W,2
P0022387,Grinder-F2W,2
P0022388,Churned-early,3
P0022389,Churned-early,3
P0022390,Casual,3
P0022391,Churned-early,0
P0022392,Churned-early,3
P0022393,Casual,0
P0022394,Casual,0
P0022395,Churned-early,3
P0022396,Casual,0
P0022397,Casual,0
P0022398,Grinder-F2W,0
P0022399,Casual,0
P0022400,Grinder-F2W,0
P0022401,Churned-early,3
P0022402,Casual,0
P0022403,Churned-early,3
P0022404,Churned-early,3
P0022405,Casual,0
P0022406,Churned-early,3
P0022407,Casual,3
P0022408,Grinder-F2W,0
P0022409,Casual,0
P0022410,Grinder-F2W,2
P0022411,Grinder-F2W,2
P0022412,Grinder-F2W,0
P0022413,Churned-early,0
P0022414,Casual,0
P0022415,Grinder-F2W,2
P0022416,Churned-early,0
P0022417,Churned-early,0
P0022418,Churned-early,0
P0022419,Churned-early,0
P0022420,Churned-early,3
P0022421,Grinder-F2W,3
P0022422,Churned-early,3
P0022423,Casual,0
P0022424,Casual,3
P0022425,Casual,3
P0022426,Casual,0
P0022427,Churned-early,3
P0022428,Churned-early,3
P0022429,Casual,0
P0022430,Churned-early,0
P0022431,Grinder-F2W,0
P0022432,Churned-early,3
P0022433,Grinder-F2W,0
P0022434,Churned-early,3
P0022435,Churned-early,3
P0022436,Grinder-F2W,0
P0022437,Spender,2
P0022438,Churned-early,3
P0022439,Casual,3
P0022440,Churned-early,3
P0022441,Churned-early,3
P0022442,Grinder-F2W,2
P0022443,Casual,0
P0022444,Churned-early,0
P0022445,Grinder-F2W,0
P0022446,Grinder-F2W,2
P0022447,Grinder-F2W,2
P0022448,Spender,2
P0022449,Churned-early,3
P0022450,Casual,3
P0022451,Casual,0
P0022452,Casual,3
P0022453,Spender,2
P0022454,Casual,3
P0022455,Grinder-F2W,0
P0022456,Churned-early,3
P0022457,Churned-early,3
P0022458,Churned-early,3
P0022459,Churned-early,0
P0022460,Casual,3
P0022461,Casual,0
P0022462,Casual,0
P0022463,Casual,3
P0022464,Casual,0
P0022465,Churned-early,3
P0022466,Casual,0
P0022467,Churned-early,3
P0022468,Churned-early,3
P0022469,Churned-early,3
P0022470,Churned-early,0
P0022471,Churned-early,3
P0022472,Churned-early,0
P0022473,Churned-early,0
P0022474,Casual,0
P0022475,Casual,0
P0022476,Churned-early,0
P0022477,Casual,0
P0022478,Casual,3
P0022479,Casual,0
P0022480,Churned-early,0
P0022481,Churned-early,3
P0022482,Grinder-F2W,2
P0022483,Churned-early,3
P0022484,Churned-early,3
P0022485,Casual,0
P0022486,Churned-early,3
P0022487,Casual,0
P0022488,Casual,0
P0022489,Spender,2
P0022490,Casual,0
P0022491,Grinder-F2W,0
P0022492,Grinder-F2W,2
P0022493,Casual,0
P0022494,Casual,3
P0022495,Grinder-F2W,0
P0022496,Churned-early,0
P0022497,Casual,3
P0022498,Casual,0
P0022499,Casual,3
P0022500,Casual,0
P0022501,Casual,0
P0022502,Churned-early,3
P0022503,Whale,1
P0022504,Churned-early,3
P0022505,Churned-early,0
P0022506,Casual,0
P0022507,Churned-early,0
P0022508,Casual,0
P0022509,Casual,3
P0022510,Churned-early,3
P0022511,Casual,3
P0022512,Casual,3
P0022513,Casual,3
P0022514,Grinder-F2W,2
P0022515,Churned-early,3
P0022516,Casual,3
P0022517,Churned-early,3
P0022518,Casual,0
P0022519,Grinder-F2W,0
P0022520,Churned-early,3
P0022521,Casual,3
P0022522,Grinder-F2W,0
P0022523,Churned-early,3
P0022524,Churned-early,0
P0022525,Churned-early,3
P0022526,Casual,0
P0022527,Casual,0
P0022528,Casual,0
P0022529,Casual,0
P0022530,Casual,0
P0022531,Casual,0
P0022532,Churned-early,0
P0022533,Casual,3
P0022534,Grinder-F2W,0
P0022535,Casual,0
P0022536,Casual,0
P0022537,Churned-early,0
P0022538,Casual,0
P0022539,Churned-early,3
P0022540,Casual,0
P0022541,Casual,3
P0022542,Churned-early,0
P0022543,Casual,0
P0022544,Casual,0
P0022545,Grinder-F2W,2
P0022546,Churned-early,3
P0022547,Casual,0
P0022548,Casual,0
P0022549,Churned-early,3
P0022550,Churned-early,3
P0022551,Churned-early,3
P0022552,Casual,3
P0022553,Churned-early,3
P0022554,Casual,3
P0022555,Churned-early,0
P0022556,Casual,3
P0022557,Casual,0
P0022558,Churned-early,0
P0022559,Whale,1
P0022560,Grinder-F2W,2
P0022561,Spender,2
P0022562,Casual,3
P0022563,Casual,0
P0022564,Grinder-F2W,0
P0022565,Casual,0
P0022566,Churned-early,3
P0022567,Casual,3
P0022568,Churned-early,3
P0022569,Casual,3
P0022570,Casual,0
P0022571,Casual,3
P0022572,Churned-early,0
P0022573,Grinder-F2W,3
P0022574,Churned-early,3
P0022575,Grinder-F2W,2
P0022576,Churned-early,3
P0022577,Churned-early,0
P0022578,Casual,0
P0022579,Casual,0
P0022580,Churned-early,0
P0022581,Casual,0
P0022582,Casual,0
P0022583,Casual,0
P0022584,Grinder-F2W,0
P0022585,Casual,0
P0022586,Churned-early,3
P0022587,Grinder-F2W,0
P0022588,Casual,0
P0022589,Churned-early,3
P0022590,Grinder-F2W,2
P0022591,Casual,3
P0022592,Casual,0
P0022593,Churned-early,0
P0022594,Casual,0
P0022595,Casual,0
P0022596,Grinder-F2W,0
P0022597,Churned-early,3
P0022598,Grinder-F2W,0
P0022599,Casual,0
P0022600,Casual,3
P0022601,Churned-early,0
P0022602,Casual,0
P0022603,Casual,0
P0022604,Grinder-F2W,2
P0022605,Churned-early,3
P0022606,Grinder-F2W,2
P0022607,Grinder-F2W,0
P0022608,Casual,3
P0022609,Grinder-F2W,0
P0022610,Grinder-F2W,2
P0022611,Grinder-F2W,2
P0022612,Churned-early,3
P0022613,Casual,0
P0022614,Casual,0
P0022615,Churned-early,3
P0022616,Churned-early,3
P0022617,Grinder-F2W,2
P0022618,Churned-early,0
P0022619,Casual,3
P0022620,Casual,0
P0022621,Casual,0
P0022622,Churned-early,3
P0022623,Casual,0
P0022624,Churned-early,3
P0022625,Casual,0
P0022626,Churned-early,0
P0022627,Casual,3
P0022628,Churned-early,0
P0022629,Churned-early,3
P0022630,Churned-early,3
P0022631,Casual,3
P0022632,Churned-early,3
P0022633,Casual,3
P0022634,Casual,3
P0022635,Casual,0
P0022636,Casual,0
P0022637,Casual,3
P0022638,Casual,3
P0022639,Casual,0
P0022640,Casual,0
P0022641,Casual,0
P0022642,Churned-early,0
P0022643,Casual,3
P0022644,Churned-early,3
P0022645,Casual,0
P0022646,Casual,0
P0022647,Casual,3
P0022648,Casual,3
P0022649,Churned-early,0
P0022650,Churned-early,0
P0022651,Casual,3
P0022652,Casual,3
P0022653,Churned-early,3
P0022654,Casual,0
P0022655,Churned-early,3
P0022656,Churned-early,0
P0022657,Casual,3
P0022658,Churned-early,0
P0022659,Casual,0
P0022660,Casual,3
P0022661,Casual,3
P0022662,Grinder-F2W,0
P0022663,Churned-early,0
P0022664,Casual,0
P0022665,Casual,0
P0022666,Churned-early,3
P0022667,Casual,0
P0022668,Casual,0
P0022669,Churned-early,3
P0022670,Churned-early,3
P0022671,Casual,0
P0022672,Grinder-F2W,0
P0022673,Casual,3
P0022674,Churned-early,3
P0022675,Casual,0
P0022676,Casual,0
P0022677,Casual,3
P0022678,Churned-early,0
P0022679,Churned-early,0
P0022680,Spender,2
P0022681,Churned-early,0
P0022682,Grinder-F2W,0
P0022683,Churned-early,0
P0022684,Churned-early,3
